schema,table,column,inferred_dtype
agriculture,cropland_fires_emissions_sources,lat,string
buildings,other_onsite_fuel_usage_country_emissions,iso3_country,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,iso3_country,string
mineral_extraction,iron_mining_emissions_sources,geometry_ref,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,end_date,string
transportation,domestic_shipping_emissions_sources_confidence,capacity,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,co2_emissions,empty
transportation,domestic_aviation_country_emissions,emissions_quantity,string
manufacturing,aluminum_emissions_sources,start_time,string
transportation,domestic_shipping_emissions_sources,lon,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other9,empty
manufacturing,other_manufacturing_emissions_sources,other4,empty
manufacturing,cement_emissions_sources,other8,empty
transportation,road_transportation_emissions_sources_confidence,n2o_emissions_factor,string
forestry_and_land_use,removals_emissions_sources,other3_def,string
mineral_extraction,sand_quarrying_country_emissions,start_time,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,sector,string
agriculture,rice_cultivation_emissions_sources,capacity_factor,empty
forestry_and_land_use,removals_country_emissions,end_time,string
power,electricity_generation_country_emissions,end_time,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other9_def,string
transportation,road_transportation_emissions_sources,other10_def,empty
manufacturing,cement_emissions_sources,other1_def,string
manufacturing,chemicals_country_emissions,iso3_country,string
manufacturing,petrochemicals_emissions_sources,other9_def,empty
buildings,other_onsite_fuel_usage_country_emissions,modified_date,string
agriculture,manure_left_on_pasture_cattle_country_emissions,emissions_quantity,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,sector,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,co2_emissions_factor,empty
mineral_extraction,copper_mining_emissions_sources_ownership,source_id,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,sector,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other10,empty
agriculture,synthetic_fertilizer_application_emissions_sources,capacity_factor,empty
forestry_and_land_use,net_forest_land_emissions_sources,other5_def,empty
waste,incineration_and_open_burning_of_waste_country_emissions,sector,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other5,string
forestry_and_land_use,forest_land_clearing_emissions_sources,capacity,string
manufacturing,aluminum_emissions_sources_confidence,co2_emissions_factor,string
power,electricity_generation_emissions_sources,activity,string
transportation,road_transportation_emissions_sources_confidence,iso3_country,string
transportation,domestic_aviation_emissions_sources_confidence,end_time,string
mineral_extraction,iron_mining_emissions_sources,source_id,string
waste,solid_waste_disposal_emissions_sources,subsector,string
agriculture,rice_cultivation_emissions_sources,activity,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,emissions_quantity,string
manufacturing,petrochemicals_country_emissions,modified_date,empty
waste,solid_waste_disposal_emissions_sources,other10_def,string
manufacturing,cement_emissions_sources_confidence,modified_date,empty
forestry_and_land_use,wetland_fires_emissions_sources,sector,string
forestry_and_land_use,net_forest_land_emissions_sources,gas,string
transportation,domestic_aviation_emissions_sources,capacity_units,string
manufacturing,other_manufacturing_emissions_sources,other1,string
agriculture,synthetic_fertilizer_application_country_emissions,temporal_granularity,string
agriculture,cropland_fires_emissions_sources,other7,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,sector,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,emissions_factor_units,string
forestry_and_land_use,forest_land_degradation_emissions_sources,source_type,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,source_id,string
manufacturing,petrochemicals_emissions_sources,emissions_factor_units,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,subsector,string
forestry_and_land_use,forest_land_degradation_emissions_sources,temporal_granularity,string
mineral_extraction,iron_mining_emissions_sources_ownership,relationship,string
manufacturing,steel_country_emissions,created_date,string
power,electricity_generation_emissions_sources,capacity_factor,string
manufacturing,steel_emissions_sources_confidence,created_date,string
transportation,international_aviation_emissions_sources_confidence,modified_date,empty
transportation,international_shipping_emissions_sources,other3_def,empty
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,source_name,string
transportation,road_transportation_emissions_sources,emissions_quantity,string
agriculture,enteric_fermentation_cattle_feedlot_country_emissions,end_time,string
mineral_extraction,copper_mining_emissions_sources,modified_date,string
power,electricity_generation_emissions_sources_confidence,capacity,string
manufacturing,other_manufacturing_emissions_sources_confidence,n2o_emissions,string
manufacturing,aluminum_country_emissions,temporal_granularity,string
agriculture,synthetic_fertilizer_application_emissions_sources,activity,string
forestry_and_land_use,forest_land_fires_emissions_sources,other3,string
fluorinated_gases,fluorinated_gases_country_emissions,gas,string
transportation,road_transportation_emissions_sources_confidence,sector,string
transportation,international_shipping_emissions_sources,emissions_factor,string
forestry_and_land_use,forest_land_degradation_country_emissions,modified_date,empty
manufacturing,chemicals_country_emissions,temporal_granularity,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,source_type,empty
mineral_extraction,iron_mining_emissions_sources_confidence,total_co2e_20yrgwp,string
forestry_and_land_use,forest_land_fires_emissions_sources,emissions_factor,string
transportation,international_aviation_emissions_sources_confidence,co2_emissions_factor,string
fossil_fuel_operations,coal_mining_emissions_sources,other2_def,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,company_id,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,iso3_country,string
forestry_and_land_use,shrubgrass_fires_country_emissions,gas,string
manufacturing,cement_emissions_sources,other7_def,empty
transportation,domestic_shipping_emissions_sources_confidence,activity,string
mineral_extraction,iron_mining_emissions_sources,lat,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other8,empty
mineral_extraction,bauxite_mining_emissions_sources_ownership,iso3_country,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,n2o_emissions_factor,empty
transportation,domestic_aviation_emissions_sources,gas,string
forestry_and_land_use,net_forest_land_emissions_sources,capacity_units,empty
agriculture,cropland_fires_emissions_sources,geometry_ref,string
mineral_extraction,copper_mining_emissions_sources_ownership,relationship,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,total_co2e_20yrgwp,string
mineral_extraction,sand_quarrying_country_emissions,subsector,string
manufacturing,cement_emissions_sources_confidence,co2_emissions_factor,string
manufacturing,cement_emissions_sources_ownership,ultimate_parent_name,string
forestry_and_land_use,net_wetland_emissions_sources,emissions_factor_units,empty
agriculture,synthetic_fertilizer_application_country_emissions,iso3_country,string
manufacturing,aluminum_emissions_sources_confidence,modified_date,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,relationship,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,source_name,string
transportation,domestic_aviation_emissions_sources,other5_def,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,n2o_emissions_factor,empty
fossil_fuel_operations,coal_mining_emissions_sources_confidence,modified_date,empty
power,other_energy_use_country_emissions,gas,string
manufacturing,cement_emissions_sources,start_time,string
forestry_and_land_use,removals_emissions_sources_confidence,n2o_emissions,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,activity,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,iso3_country,string
forestry_and_land_use,forest_land_degradation_emissions_sources,iso3_country,string
manufacturing,steel_emissions_sources,sector,string
forestry_and_land_use,removals_emissions_sources,geometry_ref,string
agriculture,rice_cultivation_country_emissions,sector,string
agriculture,enteric_fermentation_other_country_emissions,emissions_quantity,string
power,electricity_generation_emissions_sources_confidence,source_id,string
manufacturing,aluminum_country_emissions,iso3_country,string
mineral_extraction,iron_mining_emissions_sources_ownership,source_id,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,ultimate_parent_name,string
forestry_and_land_use,net_wetland_emissions_sources,other9_def,empty
waste,wastewater_treatment_and_discharge_emissions_sources,capacity,string
transportation,international_shipping_emissions_sources,activity,string
manufacturing,cement_emissions_sources,other4,string
mineral_extraction,copper_mining_emissions_sources_confidence,source_id,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other9_def,empty
mineral_extraction,copper_mining_emissions_sources,other4_def,empty
forestry_and_land_use,removals_emissions_sources_confidence,total_co2e_100yrgwp,string
forestry_and_land_use,wetland_fires_emissions_sources,capacity_units,string
manufacturing,cement_emissions_sources_confidence,subsector,string
manufacturing,steel_emissions_sources_confidence,total_co2e_20yrgwp,string
agriculture,synthetic_fertilizer_application_emissions_sources,other3,string
